51.384283, -0.435548
51.387551, -0.430999
51.388300, -0.426192
51.405159, -0.408533
51.409549, -0.388877
51.408024, -0.377591
51.411959, -0.360296
51.391825, -0.327981
51.393271, -0.318539
51.401759, -0.308754
51.421353, -0.305622
51.428765, -0.315406
51.433314, -0.327594
51.441339, -0.331113
51.452279, -0.303004
51.465114, -0.320556
51.471316, -0.318024
51.475914, -0.306394
51.486978, -0.288713
51.481393, -0.276139
51.471877, -0.267556
51.472359, -0.254166
51.485829, -0.247600
51.488983, -0.231593
51.468830, -0.217817
51.466344, -0.184214
51.481687, -0.173614
51.485936, -0.127738
51.509100, -0.117953
51.506028, -0.074179
51.501059, -0.058773
51.508993, -0.037401
51.502502, -0.027959
51.488475, -0.028045
51.484012, -0.011952
51.492991, 0.001395
51.506135, -0.003154
51.496143, 0.022724
51.498281, 0.077140
